GPPractice/Area,Year,Age,Sex,AreaType,PracticeCode,PatientCount_Asthma,PatientCount_Atrial Fibrillation,PatientCount_Cancer,PatientCount_Chronic Kidney Disease (CKD),PatientCount_Chronic Obstructive Pulmonary Disease (COPD),PatientCount_Coronary Heart Disease (CHD),PatientCount_Dementia,PatientCount_Depression,PatientCount_Diabetes,PatientCount_Eating Disorder,PatientCount_Epilepsy,PatientCount_Heart Failure,PatientCount_Hypertension,PatientCount_Mental Health,PatientCount_Osteoporosis,PatientCount_Palliative Care,PatientCount_Peripheral Arterial Disease (PAD),PatientCount_Rheumatoid Arthritis,PatientCount_Stroke and TIA,Rate_Asthma,Rate_Atrial Fibrillation,Rate_Cancer,Rate_Chronic Kidney Disease (CKD),Rate_Chronic Obstructive Pulmonary Disease (COPD),Rate_Coronary Heart Disease (CHD),Rate_Dementia,Rate_Depression,Rate_Diabetes,Rate_Eating Disorder,Rate_Epilepsy,Rate_Heart Failure,Rate_Hypertension,Rate_Mental Health,Rate_Osteoporosis,Rate_Palliative Care,Rate_Peripheral Arterial Disease (PAD),Rate_Rheumatoid Arthritis,Rate_Stroke and TIA
NHS Orkney,2022,70-74,All,Board,,107,94,158,114,75,134,15,203,165,5,22,31,620,20,89,15,26,33,87,7.9,6.9,11.7,8.4,5.5,9.9,1.1,15,12.2,0.4,1.6,2.3,45.8,1.5,6.6,1.1,1.9,2.4,6.4
NHS Orkney,2022,75-79,All,Board,,86,111,156,145,83,192,39,169,160,0,26,52,642,15,109,22,39,31,108,7.3,9.5,13.3,12.4,7.1,16.4,3.3,14.4,13.7,0,2.2,4.4,54.8,1.3,9.3,1.9,3.3,2.6,9.2
NHS Orkney,2022,80-84,All,Board,,46,121,107,145,64,138,40,94,134,0,15,53,453,20,91,18,30,17,107,6.2,16.3,14.4,19.5,8.6,18.6,5.4,12.7,18.1,0,2,7.1,61.1,2.7,12.3,2.4,4,2.3,14.4
NHS Orkney,2022,85plus,All,Board,,38,107,105,170,38,131,58,60,84,0,10,55,373,10,112,43,28,14,108,6.2,17.4,17.1,27.7,6.2,21.3,9.4,9.8,13.7,0,1.6,9,60.7,1.6,18.2,7,4.6,2.3,17.6
NHS Orkney,2022,All,All,Board,,1506,586,936,727,443,894,165,2860,1294,151,357,246,3857,241,552,126,179,213,614,6.8,2.7,4.3,3.3,2,4.1,0.7,13,5.9,0.7,1.6,1.1,17.5,1.1,2.5,0.6,0.8,1,2.8
NHS Orkney,2023,00-4,All,Board,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Orkney,2023,05-9,All,Board,,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Orkney,2023,10-14,All,Board,,64,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0.4,0,0.8,0,0,0,0,0,0,0,0
NHS Orkney,2023,15-19,All,Board,,70,0,0,0,0,0,0,34,5,5,15,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0,3.1,0.5,0.5,1.4,0,0,0,0,0,0,0,0
NHS Orkney,2023,20-24,All,Board,,73,0,5,0,0,0,0,64,5,10,10,0,5,5,0,0,0,0,0,8.6,0,0.6,0,0,0,0,7.5,0.6,1.2,1.2,0,0.6,0.6,0,0,0,0,0
NHS Orkney,2023,25-29,All,Board,,92,0,5,0,0,0,0,122,15,5,23,0,5,5,0,0,0,0,5,8.6,0,0.5,0,0,0,0,11.4,1.4,0.5,2.2,0,0.5,0.5,0,0,0,0,0.5
NHS Orkney,2023,30-34,All,Board,,104,0,5,0,0,0,0,173,15,12,27,0,15,10,0,0,0,5,5,7.8,0,0.4,0,0,0,0,13.1,1.1,0.9,2,0,1.1,0.8,0,0,0,0.4,0.4
NHS Orkney,2023,35-39,All,Board,,118,5,15,0,0,0,0,193,24,13,21,0,27,21,0,0,0,5,0,9,0.4,1.1,0,0,0,0,14.8,1.8,1,1.6,0,2.1,1.6,0,0,0,0.4,0
NHS Orkney,2023,40-44,All,Board,,118,5,10,0,0,5,0,234,38,16,27,0,47,24,0,0,0,5,5,9.1,0.4,0.8,0,0,0.4,0,18.1,2.9,1.2,2.1,0,3.6,1.9,0,0,0,0.4,0.4
NHS Orkney,2023,45-49,All,Board,,94,5,29,0,10,15,0,223,42,17,21,5,102,23,5,0,0,5,10,7.6,0.4,2.3,0,0.8,1.2,0,18,3.4,1.4,1.7,0.4,8.2,1.9,0.4,0,0,0.4,0.8
NHS Orkney,2023,50-54,All,Board,,172,15,32,10,20,38,0,351,104,19,24,11,228,24,10,0,5,15,23,10.5,0.9,1.9,0.6,1.2,2.3,0,21.3,6.3,1.2,1.5,0.7,13.9,1.5,0.6,0,0.3,0.9,1.4
NHS Orkney,2023,55-59,All,Board,,168,23,81,27,32,57,0,352,149,19,31,15,389,31,35,5,10,26,42,8.9,1.2,4.3,1.4,1.7,3,0,18.6,7.9,1,1.6,0.8,20.5,1.6,1.8,0.3,0.5,1.4,2.2
NHS Orkney,2023,60-64,All,Board,,130,45,104,42,43,80,5,336,200,13,38,20,475,25,38,5,16,26,51,7.3,2.5,5.8,2.3,2.4,4.5,0.3,18.8,11.2,0.7,2.1,1.1,26.6,1.4,2.1,0.3,0.9,1.5,2.9
NHS Orkney,2023,65-69,All,Board,,130,67,107,75,68,98,5,293,184,5,27,16,533,10,60,10,27,27,73,8.7,4.5,7.1,5,4.5,6.5,0.3,19.6,12.3,0.3,1.8,1.1,35.6,0.7,4,0.7,1.8,1.8,4.9
NHS Orkney,2023,70-74,All,Board,,105,92,152,115,72,141,15,215,160,5,26,25,614,20,93,10,22,39,90,7.7,6.7,11.2,8.4,5.3,10.3,1.1,15.8,11.7,0.4,1.9,1.8,45,1.5,6.8,0.7,1.6,2.9,6.6
NHS Orkney,2023,75-79,All,Board,,98,118,168,145,88,178,30,182,172,5,19,50,641,15,97,15,40,27,111,8.2,9.9,14.1,12.2,7.4,14.9,2.5,15.3,14.4,0.4,1.6,4.2,53.8,1.3,8.1,1.3,3.4,2.3,9.3
NHS Orkney,2023,80-84,All,Board,,54,126,121,153,68,144,39,93,135,0,20,55,482,20,103,27,28,21,103,6.8,15.8,15.2,19.2,8.5,18.1,4.9,11.7,16.9,0,2.5,6.9,60.5,2.5,12.9,3.4,3.5,2.6,12.9
NHS Orkney,2023,85plus,All,Board,,37,111,113,167,40,131,54,66,95,0,10,64,390,10,113,48,25,16,105,5.9,17.6,17.9,26.5,6.3,20.8,8.6,10.5,15.1,0,1.6,10.2,61.9,1.6,17.9,7.6,4,2.5,16.7
NHS Orkney,2023,All,All,Board,,1689,612,950,741,445,885,151,2931,1348,151,353,260,3954,235,556,126,173,214,620,7.6,2.8,4.3,3.3,2,4,0.7,13.2,6.1,0.7,1.6,1.2,17.8,1.1,2.5,0.6,0.8,1,2.8
NHS Orkney,2024,00-4,All,Board,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Orkney,2024,05-9,All,Board,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Orkney,2024,10-14,All,Board,,61,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,5.1,0,0,0,0,0,0,0,0.4,0,0.8,0,0,0,0,0,0,0,0
NHS Orkney,2024,15-19,All,Board,,57,0,0,0,0,0,0,28,5,10,15,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,2.5,0.4,0.9,1.3,0,0,0,0,0,0,0.4,0
NHS Orkney,2024,20-24,All,Board,,65,0,0,0,0,0,0,67,10,5,10,0,5,0,0,0,0,0,5,7.9,0,0,0,0,0,0,8.1,1.2,0.6,1.2,0,0.6,0,0,0,0,0,0.6
NHS Orkney,2024,25-29,All,Board,,85,0,5,0,0,0,0,113,15,10,15,0,10,5,0,0,0,0,0,7.9,0,0.5,0,0,0,0,10.5,1.4,0.9,1.4,0,0.9,0.5,0,0,0,0,0
NHS Orkney,2024,30-34,All,Board,,89,0,5,0,0,0,0,189,20,12,33,0,15,10,0,0,0,5,5,6.6,0,0.4,0,0,0,0,14,1.5,0.9,2.4,0,1.1,0.7,0,0,0,0.4,0.4
NHS Orkney,2024,35-39,All,Board,,115,5,15,0,0,0,0,194,21,12,24,0,31,15,0,0,0,5,0,8.7,0.4,1.1,0,0,0,0,14.7,1.6,0.9,1.8,0,2.4,1.1,0,0,0,0.4,0
NHS Orkney,2024,40-44,All,Board,,136,10,10,5,5,5,0,227,36,16,22,0,54,25,0,0,0,5,0,10.4,0.8,0.8,0.4,0.4,0.4,0,17.3,2.7,1.2,1.7,0,4.1,1.9,0,0,0,0.4,0
NHS Orkney,2024,45-49,All,Board,,101,0,31,5,10,10,0,240,38,15,25,5,102,25,5,0,0,5,10,8.1,0,2.5,0.4,0.8,0.8,0,19.3,3.1,1.2,2,0.4,8.2,2,0.4,0,0,0.4,0.8
NHS Orkney,2024,50-54,All,Board,,158,15,34,18,20,38,0,326,104,22,25,10,233,22,5,0,5,10,20,10,0.9,2.2,1.1,1.3,2.4,0,20.6,6.6,1.4,1.6,0.6,14.7,1.4,0.3,0,0.3,0.6,1.3
NHS Orkney,2024,55-59,All,Board,,169,24,72,29,31,52,5,362,155,21,30,18,414,30,35,5,15,23,43,9,1.3,3.8,1.5,1.7,2.8,0.3,19.3,8.3,1.1,1.6,1,22.1,1.6,1.9,0.3,0.8,1.2,2.3
NHS Orkney,2024,60-64,All,Board,,157,40,101,35,47,78,5,334,196,11,34,18,492,29,32,5,15,29,51,8.7,2.2,5.6,1.9,2.6,4.3,0.3,18.4,10.8,0.6,1.9,1,27.2,1.6,1.8,0.3,0.8,1.6,2.8
NHS Orkney,2024,65-69,All,Board,,117,71,122,75,63,97,5,285,203,10,32,19,526,15,63,10,22,23,69,7.5,4.6,7.8,4.8,4,6.2,0.3,18.3,13,0.6,2.1,1.2,33.7,1,4,0.6,1.4,1.5,4.4
NHS Orkney,2024,70-74,All,Board,,109,82,149,111,70,133,10,225,165,0,28,23,602,20,88,10,24,35,91,8.2,6.2,11.2,8.4,5.3,10,0.8,17,12.4,0,2.1,1.7,45.4,1.5,6.6,0.8,1.8,2.6,6.9
NHS Orkney,2024,75-79,All,Board,,96,130,165,160,81,170,30,191,152,0,22,54,655,15,99,10,39,32,111,7.8,10.6,13.4,13,6.6,13.8,2.4,15.6,12.4,0,1.8,4.4,53.3,1.2,8.1,0.8,3.2,2.6,9
NHS Orkney,2024,80-84,All,Board,,57,127,125,159,65,149,44,98,138,0,10,56,483,10,110,22,30,21,102,7,15.6,15.4,19.6,8,18.3,5.4,12.1,17,0,1.2,6.9,59.5,1.2,13.5,2.7,3.7,2.6,12.6
NHS Orkney,2024,85plus,All,Board,,42,122,121,184,47,141,57,70,107,0,15,78,419,10,113,58,26,15,124,6.2,18,17.9,27.2,7,20.9,8.4,10.4,15.8,0,2.2,11.5,62,1.5,16.7,8.6,3.8,2.2,18.3
NHS Orkney,2024,All,All,Board,,1685,629,962,778,436,873,157,2951,1370,159,354,282,4038,229,550,127,172,213,637,7.6,2.8,4.3,3.5,2,3.9,0.7,13.2,6.1,0.7,1.6,1.3,18.1,1,2.5,0.6,0.8,1,2.9
NHS Orkney,2025,00-4,All,Board,,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0
NHS Orkney,2025,05-9,All,Board,,73,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,6.8,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0
NHS Orkney,2025,10-14,All,Board,,64,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0.4,0,0.9,0,0,0,0,0,0,0,0
NHS Orkney,2025,15-19,All,Board,,58,0,0,0,0,0,0,21,5,10,20,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,1.8,0.4,0.9,1.7,0,0,0,0,0,0,0.4,0
NHS Orkney,2025,20-24,All,Board,,58,0,0,0,0,0,0,68,10,5,10,0,5,0,0,0,0,0,5,6.9,0,0,0,0,0,0,8.1,1.2,0.6,1.2,0,0.6,0,0,0,0,0,0.6
NHS Orkney,2025,25-29,All,Board,,84,0,5,0,0,0,0,111,15,5,15,0,5,5,0,0,0,0,0,8.3,0,0.5,0,0,0,0,10.9,1.5,0.5,1.5,0,0.5,0.5,0,0,0,0,0
NHS Orkney,2025,30-34,All,Board,,105,0,5,0,0,0,0,186,22,15,30,0,10,15,0,0,0,5,5,8,0,0.4,0,0,0,0,14.1,1.7,1.1,2.3,0,0.8,1.1,0,0,0,0.4,0.4
NHS Orkney,2025,35-39,All,Board,,104,5,15,0,0,0,0,192,21,12,25,5,33,10,0,0,0,5,0,7.6,0.4,1.1,0,0,0,0,14.1,1.5,0.9,1.8,0.4,2.4,0.7,0,0,0,0.4,0
NHS Orkney,2025,40-44,All,Board,,115,10,10,5,0,5,0,221,33,18,27,0,53,26,0,0,0,5,5,8.7,0.8,0.8,0.4,0,0.4,0,16.8,2.5,1.4,2,0,4,2,0,0,0,0.4,0.4
NHS Orkney,2025,45-49,All,Board,,109,5,27,5,10,5,0,248,42,16,24,5,106,18,5,0,0,5,10,8.5,0.4,2.1,0.4,0.8,0.4,0,19.3,3.3,1.2,1.9,0.4,8.3,1.4,0.4,0,0,0.4,0.8
NHS Orkney,2025,50-54,All,Board,,152,15,37,17,20,40,0,294,103,20,25,10,233,29,10,0,5,15,21,10.2,1,2.5,1.1,1.3,2.7,0,19.8,6.9,1.3,1.7,0.7,15.7,2,0.7,0,0.3,1,1.4
NHS Orkney,2025,55-59,All,Board,,181,30,72,35,35,52,5,366,146,22,32,14,396,27,25,0,15,21,46,9.8,1.6,3.9,1.9,1.9,2.8,0.3,19.9,7.9,1.2,1.7,0.8,21.5,1.5,1.4,0,0.8,1.1,2.5
NHS Orkney,2025,60-64,All,Board,,163,38,110,47,49,87,5,337,207,13,39,21,523,34,39,5,21,30,59,8.7,2,5.9,2.5,2.6,4.6,0.3,18,11,0.7,2.1,1.1,27.9,1.8,2.1,0.3,1.1,1.6,3.1
NHS Orkney,2025,65-69,All,Board,,139,78,125,81,64,83,10,284,209,10,36,19,533,15,57,10,24,22,61,8.7,4.9,7.8,5.1,4,5.2,0.6,17.8,13.1,0.6,2.3,1.2,33.3,0.9,3.6,0.6,1.5,1.4,3.8
NHS Orkney,2025,70-74,All,Board,,109,80,152,127,71,143,10,249,179,5,25,23,627,15,85,10,25,37,88,8,5.8,11.1,9.3,5.2,10.4,0.7,18.2,13.1,0.4,1.8,1.7,45.8,1.1,6.2,0.7,1.8,2.7,6.4
NHS Orkney,2025,75-79,All,Board,,100,139,173,170,80,159,33,188,150,0,23,60,637,15,101,15,42,35,116,8.2,11.3,14.1,13.9,6.5,13,2.7,15.3,12.2,0,1.9,4.9,52,1.2,8.2,1.2,3.4,2.9,9.5
NHS Orkney,2025,80-84,All,Board,,57,116,152,199,70,153,46,107,146,0,16,54,525,10,113,30,30,28,105,6.7,13.7,18,23.5,8.3,18.1,5.4,12.6,17.3,0,1.9,6.4,62.1,1.2,13.4,3.5,3.5,3.3,12.4
NHS Orkney,2025,85plus,All,Board,,44,138,110,223,55,137,66,72,117,0,10,82,434,10,117,51,23,15,139,6.1,19.3,15.4,31.1,7.7,19.1,9.2,10.1,16.3,0,1.4,11.5,60.6,1.4,16.3,7.1,3.2,2.1,19.4
NHS Orkney,2025,All,All,Board,,1728,652,999,911,456,868,171,2947,1410,162,370,296,4126,227,547,126,180,216,659,7.7,2.9,4.5,4.1,2,3.9,0.8,13.2,6.3,0.7,1.7,1.3,18.5,1,2.4,0.6,0.8,1,2.9
NHS Shetland,2022,00-4,All,Board,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Shetland,2022,05-9,All,Board,,78,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,6.7,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0
NHS Shetland,2022,10-14,All,Board,,96,0,0,0,0,0,0,5,5,5,10,0,0,0,0,0,0,0,0,7.6,0,0,0,0,0,0,0.4,0.4,0.4,0.8,0,0,0,0,0,0,0,0
NHS Shetland,2022,15-19,All,Board,,80,0,0,0,0,0,0,36,10,10,10,0,5,0,0,0,0,0,0,7.1,0,0,0,0,0,0,3.2,0.9,0.9,0.9,0,0.4,0,0,0,0,0,0
NHS Shetland,2022,20-24,All,Board,,78,0,0,0,0,0,0,133,5,5,10,0,5,10,0,0,0,0,0,8.2,0,0,0,0,0,0,14,0.5,0.5,1.1,0,0.5,1.1,0,0,0,0,0
NHS Shetland,2022,25-29,All,Board,,102,0,10,0,0,0,0,201,15,12,20,0,5,10,0,0,0,5,0,9.2,0,0.9,0,0,0,0,18.2,1.4,1.1,1.8,0,0.5,0.9,0,0,0,0.5,0
NHS Shetland,2022,30-34,All,Board,,100,0,10,0,0,0,0,262,15,15,20,0,15,21,0,0,0,5,5,7.9,0,0.8,0,0,0,0,20.6,1.2,1.2,1.6,0,1.2,1.6,0,0,0,0.4,0.4
NHS Shetland,2022,35-39,All,Board,,108,0,10,0,0,0,0,244,23,17,23,0,30,22,0,0,0,5,5,8.6,0,0.8,0,0,0,0,19.5,1.8,1.4,1.8,0,2.4,1.8,0,0,0,0.4,0.4
NHS Shetland,2022,40-44,All,Board,,116,5,15,5,5,5,0,262,36,12,20,5,63,18,5,0,0,5,10,9.1,0.4,1.2,0.4,0.4,0.4,0,20.6,2.8,0.9,1.6,0.4,5,1.4,0.4,0,0,0.4,0.8
NHS Shetland,2022,45-49,All,Board,,118,10,19,10,5,10,0,278,48,11,25,5,138,31,5,0,5,16,10,8.5,0.7,1.4,0.7,0.4,0.7,0,20.1,3.5,0.8,1.8,0.4,10,2.2,0.4,0,0.4,1.2,0.7
NHS Shetland,2022,50-54,All,Board,,152,11,33,15,20,32,0,322,73,10,32,5,225,33,5,0,0,12,20,9.9,0.7,2.1,1,1.3,2.1,0,20.9,4.7,0.6,2.1,0.3,14.6,2.1,0.3,0,0,0.8,1.3
NHS Shetland,2022,55-59,All,Board,,150,24,65,24,24,51,0,296,121,10,25,5,347,23,19,5,10,21,38,9.6,1.5,4.1,1.5,1.5,3.3,0,18.9,7.7,0.6,1.6,0.3,22.1,1.5,1.2,0.3,0.6,1.3,2.4
NHS Shetland,2022,60-64,All,Board,,128,47,95,60,45,82,5,262,151,10,28,27,422,23,30,10,25,22,43,9.1,3.3,6.7,4.3,3.2,5.8,0.4,18.6,10.7,0.7,2,1.9,29.9,1.6,2.1,0.7,1.8,1.6,3
NHS Shetland,2022,65-69,All,Board,,111,55,101,72,37,98,5,205,137,5,15,31,461,10,53,15,21,22,58,8.9,4.4,8.1,5.8,3,7.9,0.4,16.5,11,0.4,1.2,2.5,37.1,0.8,4.3,1.2,1.7,1.8,4.7
NHS Shetland,2022,70-74,All,Board,,102,70,149,133,74,126,23,156,163,0,20,37,626,10,70,10,37,26,88,8.4,5.8,12.2,10.9,6.1,10.4,1.9,12.8,13.4,0,1.6,3,51.4,0.8,5.8,0.8,3,2.1,7.2
NHS Shetland,2022,75-79,All,Board,,99,120,159,186,54,142,33,125,149,0,17,68,533,22,63,23,34,24,80,10.6,12.9,17.1,20,5.8,15.3,3.5,13.4,16,0,1.8,7.3,57.3,2.4,6.8,2.5,3.7,2.6,8.6
NHS Shetland,2022,80-84,All,Board,,54,94,127,164,50,114,53,72,84,0,10,45,375,10,66,16,29,18,85,8.8,15.4,20.8,26.8,8.2,18.7,8.7,11.8,13.7,0,1.6,7.4,61.4,1.6,10.8,2.6,4.7,2.9,13.9
NHS Shetland,2022,85plus,All,Board,,29,131,86,196,28,113,77,52,76,0,5,79,354,15,71,27,24,24,91,5.6,25.3,16.6,37.9,5.4,21.9,14.9,10.1,14.7,0,1,15.3,68.5,2.9,13.7,5.2,4.6,4.6,17.6
NHS Shetland,2022,All,All,Board,,1709,568,885,867,341,771,196,2909,1110,136,291,303,3602,263,389,111,181,216,527,8.3,2.7,4.3,4.2,1.6,3.7,0.9,14.1,5.4,0.7,1.4,1.5,17.4,1.3,1.9,0.5,0.9,1,2.5
NHS Shetland,2023,00-4,All,Board,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Shetland,2023,05-9,All,Board,,90,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,7.1,0,0,0,0,0,0,0,0.4,0.4,0.4,0,0,0,0,0,0,0,0
NHS Shetland,2023,10-14,All,Board,,127,0,0,0,0,0,0,0,5,5,10,0,0,0,0,0,0,5,0,8.7,0,0,0,0,0,0,0,0.3,0.3,0.7,0,0,0,0,0,0,0.3,0
NHS Shetland,2023,15-19,All,Board,,104,0,0,0,0,0,0,41,10,12,10,0,5,0,0,0,0,0,0,8.2,0,0,0,0,0,0,3.3,0.8,1,0.8,0,0.4,0,0,0,0,0,0
NHS Shetland,2023,20-24,All,Board,,101,0,0,0,0,0,0,134,5,10,5,0,5,5,0,0,0,0,0,9.8,0,0,0,0,0,0,13,0.5,1,0.5,0,0.5,0.5,0,0,0,0,0
NHS Shetland,2023,25-29,All,Board,,126,0,10,0,0,0,0,248,15,11,23,0,10,15,0,0,0,0,5,10.1,0,0.8,0,0,0,0,19.9,1.2,0.9,1.8,0,0.8,1.2,0,0,0,0,0.4
NHS Shetland,2023,30-34,All,Board,,129,0,10,0,0,0,0,283,18,11,23,0,23,17,0,0,0,10,5,8.9,0,0.7,0,0,0,0,19.4,1.2,0.8,1.6,0,1.6,1.2,0,0,0,0.7,0.3
NHS Shetland,2023,35-39,All,Board,,127,0,12,5,0,0,0,313,26,24,21,0,42,22,0,0,5,5,5,8.7,0,0.8,0.3,0,0,0,21.5,1.8,1.7,1.4,0,2.9,1.5,0,0,0.3,0.3,0.3
NHS Shetland,2023,40-44,All,Board,,133,5,24,0,5,5,0,302,42,22,21,5,75,24,5,0,0,5,10,9.2,0.3,1.7,0,0.3,0.3,0,20.8,2.9,1.5,1.4,0.3,5.2,1.7,0.3,0,0,0.3,0.7
NHS Shetland,2023,45-49,All,Board,,138,10,20,10,5,10,0,320,54,12,25,0,148,29,5,0,5,13,10,9.2,0.7,1.3,0.7,0.3,0.7,0,21.3,3.6,0.8,1.7,0,9.8,1.9,0.3,0,0.3,0.9,0.7
NHS Shetland,2023,50-54,All,Board,,172,16,46,21,22,27,0,368,82,15,33,5,273,30,5,0,5,17,20,10.1,0.9,2.7,1.2,1.3,1.6,0,21.5,4.8,0.9,1.9,0.3,16,1.8,0.3,0,0.3,1,1.2
NHS Shetland,2023,55-59,All,Board,,155,29,67,31,33,72,0,350,122,10,26,15,400,32,19,5,10,21,38,8.7,1.6,3.8,1.7,1.8,4,0,19.6,6.8,0.6,1.5,0.8,22.4,1.8,1.1,0.3,0.6,1.2,2.1
NHS Shetland,2023,60-64,All,Board,,176,58,120,71,58,89,5,319,173,12,32,29,515,21,28,5,27,22,54,10.7,3.5,7.3,4.3,3.5,5.4,0.3,19.3,10.5,0.7,1.9,1.8,31.2,1.3,1.7,0.3,1.6,1.3,3.3
NHS Shetland,2023,65-69,All,Board,,125,60,127,89,47,117,5,255,158,10,21,31,550,21,65,15,26,31,56,8.7,4.2,8.9,6.2,3.3,8.2,0.3,17.8,11,0.7,1.5,2.2,38.4,1.5,4.5,1,1.8,2.2,3.9
NHS Shetland,2023,70-74,All,Board,,110,89,154,133,73,136,22,166,180,0,20,46,666,10,78,10,36,21,97,8.6,7,12.1,10.4,5.7,10.7,1.7,13,14.1,0,1.6,3.6,52.3,0.8,6.1,0.8,2.8,1.6,7.6
NHS Shetland,2023,75-79,All,Board,,121,130,179,214,62,159,36,143,167,0,20,53,618,20,76,15,35,31,86,11.1,11.9,16.4,19.6,5.7,14.5,3.3,13.1,15.3,0,1.8,4.8,56.5,1.8,7,1.4,3.2,2.8,7.9
NHS Shetland,2023,80-84,All,Board,,71,118,140,184,63,138,49,91,125,0,17,68,462,10,72,17,30,22,103,9.6,16,19,25,8.5,18.7,6.6,12.3,17,0,2.3,9.2,62.7,1.4,9.8,2.3,4.1,3,14
NHS Shetland,2023,85plus,All,Board,,38,142,105,212,33,116,81,60,82,0,10,83,384,15,75,27,25,26,92,6.9,25.7,19,38.3,6,21,14.6,10.8,14.8,0,1.8,15,69.4,2.7,13.6,4.9,4.5,4.7,16.6
NHS Shetland,2023,All,All,Board,,2056,660,1020,974,404,873,200,3395,1270,161,313,340,4174,275,435,107,198,240,573,8.8,2.8,4.4,4.2,1.7,3.7,0.9,14.5,5.4,0.7,1.3,1.5,17.9,1.2,1.9,0.5,0.8,1,2.5
NHS Shetland,2024,00-4,All,Board,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Shetland,2024,05-9,All,Board,,95,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,7.6,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0
NHS Shetland,2024,10-14,All,Board,,131,0,0,0,0,0,0,0,5,5,10,0,0,0,0,0,0,5,0,9.1,0,0,0,0,0,0,0,0.3,0.3,0.7,0,0,0,0,0,0,0.3,0
NHS Shetland,2024,15-19,All,Board,,103,0,0,0,0,0,0,35,10,13,10,0,5,0,0,0,0,0,0,7.9,0,0,0,0,0,0,2.7,0.8,1,0.8,0,0.4,0,0,0,0,0,0
NHS Shetland,2024,20-24,All,Board,,84,0,0,0,0,0,0,127,5,10,10,0,5,5,0,0,0,0,0,8.3,0,0,0,0,0,0,12.6,0.5,1,1,0,0.5,0.5,0,0,0,0,0
NHS Shetland,2024,25-29,All,Board,,115,0,5,0,0,0,0,240,20,10,22,0,10,15,0,0,0,0,0,9.7,0,0.4,0,0,0,0,20.2,1.7,0.8,1.9,0,0.8,1.3,0,0,0,0,0
NHS Shetland,2024,30-34,All,Board,,138,0,10,0,0,0,0,312,18,15,21,0,20,21,0,0,0,10,5,9.3,0,0.7,0,0,0,0,21.1,1.2,1,1.4,0,1.3,1.4,0,0,0,0.7,0.3
NHS Shetland,2024,35-39,All,Board,,119,0,19,5,0,0,0,325,27,20,25,0,47,24,0,0,0,5,5,8.2,0,1.3,0.3,0,0,0,22.3,1.9,1.4,1.7,0,3.2,1.6,0,0,0,0.3,0.3
NHS Shetland,2024,40-44,All,Board,,138,5,20,5,5,5,0,304,46,25,21,5,81,22,5,0,0,5,5,9.5,0.3,1.4,0.3,0.3,0.3,0,21,3.2,1.7,1.5,0.3,5.6,1.5,0.3,0,0,0.3,0.3
NHS Shetland,2024,45-49,All,Board,,149,10,25,5,5,15,0,298,53,12,25,5,157,23,5,0,5,10,10,10.2,0.7,1.7,0.3,0.3,1,0,20.4,3.6,0.8,1.7,0.3,10.8,1.6,0.3,0,0.3,0.7,0.7
NHS Shetland,2024,50-54,All,Board,,161,14,40,25,16,29,0,379,93,13,33,5,263,31,10,0,5,18,26,9.8,0.8,2.4,1.5,1,1.8,0,23,5.6,0.8,2,0.3,15.9,1.9,0.6,0,0.3,1.1,1.6
